DMSO-1	DMSO-2	RocA-003	RocA-03	RocA-3
ENST00000319788	ENST00000378004	ENST00000371528	ENST00000347755	ENST00000243253
ENST00000370151	ENST00000408953	ENST00000396077	ENST00000256383	ENST00000402281
ENST00000269445	ENST00000336470	ENST00000393295	ENST00000311528	ENST00000589210
ENST00000580900	ENST00000352998	ENST00000396863	ENST00000275364	ENST00000310164
ENST00000389286	ENST00000296873	ENST00000245812	ENST00000375156	ENST00000361479
ENST00000270861	ENST00000053468	ENST00000361641	ENST00000556440	ENST00000361725
ENST00000619796	ENST00000328827	ENST00000375120	ENST00000263694	ENST00000394588
ENST00000584667	ENST00000538336	ENST00000376836	ENST00000535366	ENST00000435036
ENST00000309983	ENST00000380494	ENST00000553521	ENST00000406938	ENST00000371608
ENST00000298299	ENST00000399537	ENST00000357628	ENST00000316881	ENST00000472726
ENST00000377617	ENST00000571133	ENST00000380752	ENST00000163416	ENST00000333590
ENST00000306851	ENST00000315571	ENST00000373487	ENST00000549987	ENST00000307366
ENST00000301244	ENST00000336564	ENST00000290341	ENST00000217958	ENST00000370461
ENST00000337331	ENST00000370801	ENST00000371208	ENST00000593360	ENST00000615285
ENST00000309955	ENST00000267620	ENST00000441463	ENST00000371322	ENST00000421699
ENST00000512123	ENST00000423828	ENST00000358075	ENST00000314607	ENST00000599846
ENST00000372687	ENST00000359365	ENST00000323963	ENST00000417826	ENST00000366481
ENST00000296849	ENST00000408946	ENST00000261249	ENST00000336138	ENST00000317635
ENST00000355972	ENST00000358022	ENST00000283131	ENST00000290037	ENST00000296930
ENST00000339775	ENST00000267176	ENST00000316610	ENST00000320574	ENST00000266087
ENST00000221114	ENST00000370508	ENST00000585482	ENST00000409600	ENST00000239151
ENST00000399066	ENST00000294383	ENST00000378466		ENST00000332312
ENST00000274026	ENST00000265056	ENST00000330899		ENST00000354449
ENST00000368194	ENST00000284440	ENST00000395471		ENST00000222219
ENST00000366994	ENST00000405640	ENST00000609104		ENST00000270502
ENST00000435962	ENST00000315877	ENST00000251143		ENST00000376511
ENST00000420959	ENST00000354258	ENST00000573366		ENST00000206542
ENST00000251473	ENST00000610588	ENST00000372667		ENST00000295688
ENST00000372343	ENST00000297578	ENST00000356183		ENST00000308982
ENST00000521425	ENST00000336273	ENST00000420843		ENST00000262878
ENST00000373789	ENST00000216080	ENST00000319283		ENST00000476832
ENST00000509253	ENST00000490035	ENST00000223321		ENST00000371279
ENST00000367178	ENST00000412331	ENST00000461166		ENST00000380737
ENST00000216218	ENST00000586569	ENST00000005386		ENST00000331890
ENST00000422537	ENST00000569417	ENST00000422340		ENST00000262498
ENST00000391878	ENST00000393600	ENST00000318348		ENST00000318663
ENST00000273064	ENST00000389017	ENST00000299633		ENST00000360310
ENST00000242323	ENST00000377264	ENST00000337652		ENST00000545947
ENST00000322090	ENST00000371442	ENST00000257868		ENST00000305596
ENST00000300952	ENST00000446510	ENST00000375643		ENST00000220592
ENST00000453153	ENST00000343597	ENST00000378616		ENST00000382368
ENST00000543897	ENST00000261296	ENST00000287474		ENST00000611874
ENST00000367001	ENST00000377705	ENST00000371699		ENST00000284061
ENST00000357537	ENST00000404125	ENST00000301919		ENST00000371626
ENST00000239144	ENST00000304874	ENST00000337659		ENST00000259818
ENST00000264012	ENST00000454189	ENST00000534775		ENST00000261168
ENST00000378036	ENST00000377768	ENST00000373747		ENST00000392142
ENST00000301012	ENST00000271715	ENST00000377223		ENST00000225792
ENST00000263805	ENST00000431532	ENST00000375992		ENST00000298307
ENST00000378119	ENST00000440886	ENST00000314970		ENST00000250535
ENST00000620277	ENST00000555661	ENST00000383329		ENST00000332707
ENST00000333646	ENST00000282268	ENST00000359246		ENST00000328090
ENST00000340356	ENST00000359626	ENST00000462138		ENST00000527886
ENST00000324862	ENST00000265191	ENST00000396153		ENST00000618156
ENST00000306385	ENST00000447648	ENST00000337743		ENST00000426126
ENST00000223862	ENST00000368850	ENST00000368232		ENST00000295767
ENST00000339507	ENST00000295900	ENST00000420781		ENST00000292140
ENST00000545054	ENST00000354618	ENST00000612223		ENST00000360359
ENST00000299853	ENST00000377524	ENST00000521277		ENST00000355485
ENST00000544944	ENST00000614890	ENST00000412368		ENST00000244728
ENST00000464847	ENST00000216038	ENST00000370321		ENST00000261868
ENST00000391759	ENST00000368644	ENST00000616140		ENST00000561373
ENST00000367057	ENST00000281187	ENST00000399332		ENST00000367249
ENST00000249442	ENST00000543199	ENST00000317178		ENST00000251810
ENST00000304218	ENST00000442312	ENST00000358430		ENST00000377270
ENST00000487903	ENST00000266068	ENST00000343823		ENST00000305784
ENST00000290949	ENST00000518288	ENST00000395718		ENST00000409406
ENST00000372546	ENST00000248594	ENST00000284637		ENST00000380071
ENST00000376395	ENST00000319788	ENST00000470495		ENST00000374282
ENST00000452699	ENST00000370151	ENST00000223324		ENST00000526639
ENST00000392865	ENST00000269445	ENST00000395797		ENST00000247668
ENST00000358869	ENST00000580900	ENST00000480945		ENST00000374851
ENST00000602676	ENST00000270861	ENST00000278422		ENST00000347755
ENST00000462460	ENST00000619796	ENST00000405266		ENST00000256383
ENST00000343242	ENST00000584667	ENST00000326840		ENST00000376004
ENST00000391842	ENST00000309983	ENST00000357668		ENST00000272233
ENST00000366782	ENST00000298299	ENST00000293350		ENST00000311528
ENST00000295408	ENST00000377617	ENST00000409687		ENST00000275364
ENST00000635110	ENST00000306851	ENST00000537253		ENST00000375156
ENST00000410053	ENST00000621775	ENST00000356401		ENST00000556440
ENST00000537916	ENST00000301244	ENST00000382199		ENST00000343267
ENST00000335972	ENST00000309955	ENST00000244040		ENST00000263694
ENST00000287600	ENST00000512123	ENST00000378344		ENST00000535366
ENST00000361757	ENST00000372687	ENST00000272438		ENST00000406938
ENST00000357903	ENST00000296849	ENST00000528848		ENST00000316881
ENST00000359655	ENST00000355972	ENST00000309934		ENST00000163416
ENST00000262395	ENST00000339775	ENST00000314666		ENST00000549987
ENST00000571025	ENST00000221114	ENST00000340437		ENST00000217958
ENST00000314520	ENST00000399066	ENST00000281513		ENST00000593360
ENST00000278937	ENST00000274026	ENST00000397809		ENST00000371322
ENST00000447092	ENST00000368194	ENST00000451899		ENST00000314607
ENST00000299192	ENST00000366994	ENST00000290299		ENST00000417826
ENST00000394520	ENST00000435962	ENST00000305921		ENST00000336138
ENST00000223368	ENST00000420959	ENST00000319170		ENST00000257940
ENST00000489418	ENST00000251473	ENST00000279206		ENST00000290037
ENST00000267750	ENST00000372343	ENST00000395952		ENST00000320574
ENST00000394718	ENST00000521425	ENST00000239165		ENST00000409600
ENST00000610672	ENST00000373789	ENST00000496391		
ENST00000279488	ENST00000509253	ENST00000372487		
ENST00000265361	ENST00000367178	ENST00000367261		
ENST00000529983	ENST00000216218	ENST00000466490		
ENST00000312960	ENST00000422537	ENST00000325752		
ENST00000392993	ENST00000391878	ENST00000435634		
ENST00000421852	ENST00000273064	ENST00000403892		
ENST00000487159	ENST00000242323	ENST00000611717		
ENST00000243346	ENST00000322090	ENST00000550347		
ENST00000307720	ENST00000300952	ENST00000242786		
ENST00000378364	ENST00000453153	ENST00000354546		
ENST00000393408	ENST00000543897	ENST00000370763		
ENST00000529806	ENST00000367001	ENST00000205143		
ENST00000420124	ENST00000357537	ENST00000340368		
ENST00000429084	ENST00000239144	ENST00000372097		
ENST00000427025	ENST00000264012	ENST00000395715		
ENST00000458276	ENST00000378036	ENST00000355076		
ENST00000577226	ENST00000301012	ENST00000342232		
ENST00000265838	ENST00000263805	ENST00000337702		
ENST00000203001	ENST00000378119	ENST00000263370		
ENST00000273317	ENST00000620277	ENST00000342697		
ENST00000405709	ENST00000333646	ENST00000263092		
ENST00000324817	ENST00000340356	ENST00000392562		
ENST00000540534	ENST00000324862	ENST00000416240		
ENST00000242159	ENST00000306385	ENST00000584895		
ENST00000371158	ENST00000223862	ENST00000371851		
ENST00000242057	ENST00000339507	ENST00000447282		
ENST00000355790	ENST00000545054	ENST00000256379		
ENST00000592149	ENST00000299853	ENST00000367104		
ENST00000328914	ENST00000544944	ENST00000564000		
ENST00000339986	ENST00000464847	ENST00000347404		
ENST00000371756	ENST00000391759	ENST00000318083		
ENST00000282276	ENST00000367057	ENST00000529032		
ENST00000355621	ENST00000249442	ENST00000447102		
ENST00000211936	ENST00000304218	ENST00000369816		
ENST00000249344	ENST00000487903	ENST00000397771		
ENST00000373593	ENST00000290949	ENST00000544484		
ENST00000368376	ENST00000372546	ENST00000376659		
ENST00000395125	ENST00000376395	ENST00000253861		
ENST00000283147	ENST00000452699	ENST00000306984		
ENST00000527447	ENST00000392865	ENST00000340353		
ENST00000053867	ENST00000602676	ENST00000254958		
ENST00000450253	ENST00000462460	ENST00000252603		
ENST00000267163	ENST00000343242	ENST00000373731		
ENST00000231790	ENST00000391842	ENST00000302243		
ENST00000421587	ENST00000366782	ENST00000264167		
ENST00000546378	ENST00000370056	ENST00000314728		
ENST00000011619	ENST00000295408	ENST00000369314		
ENST00000337132	ENST00000635110	ENST00000308418		
ENST00000452733	ENST00000410053	ENST00000332499		
ENST00000262288	ENST00000537916	ENST00000392519		
ENST00000246229	ENST00000335972	ENST00000222803		
ENST00000262320	ENST00000287600	ENST00000608872		
ENST00000342228	ENST00000361757	ENST00000354221		
ENST00000396425	ENST00000357903	ENST00000297661		
ENST00000435970	ENST00000359655	ENST00000373176		
ENST00000428239	ENST00000262395	ENST00000258484		
ENST00000372703	ENST00000571025	ENST00000238558		
ENST00000367999	ENST00000278937	ENST00000398145		
ENST00000378509	ENST00000447092	ENST00000428311		
ENST00000371795	ENST00000299192	ENST00000511685		
ENST00000358607	ENST00000394520	ENST00000222374		
ENST00000544017	ENST00000223368	ENST00000399794		
ENST00000248668	ENST00000489418	ENST00000389378		
ENST00000243644	ENST00000267750	ENST00000261735		
ENST00000477224	ENST00000394718	ENST00000359759		
ENST00000259873	ENST00000610672	ENST00000342056		
ENST00000541297	ENST00000279488	ENST00000273375		
ENST00000337537	ENST00000265361	ENST00000259229		
ENST00000368865	ENST00000529983	ENST00000247026		
ENST00000335390	ENST00000312960	ENST00000373627		
ENST00000378230	ENST00000392993	ENST00000378460		
ENST00000233809	ENST00000421852	ENST00000370500		
ENST00000269980	ENST00000487159	ENST00000284268		
ENST00000616787	ENST00000243346	ENST00000234420		
ENST00000379214	ENST00000307720	ENST00000259883		
ENST00000338193	ENST00000378364	ENST00000295702		
ENST00000551150	ENST00000393408	ENST00000242591		
ENST00000239891	ENST00000529806	ENST00000513761		
ENST00000216968	ENST00000420124	ENST00000366999		
ENST00000328969	ENST00000429084	ENST00000638749		
ENST00000307534	ENST00000427025	ENST00000477892		
ENST00000394893	ENST00000458276	ENST00000343004		
ENST00000269298	ENST00000577226	ENST00000374343		
ENST00000612482	ENST00000265838	ENST00000358689		
ENST00000258991	ENST00000203001	ENST00000372921		
ENST00000376936	ENST00000547431	ENST00000531967		
ENST00000360916	ENST00000273317	ENST00000503780		
ENST00000394123	ENST00000405709	ENST00000564349		
ENST00000393760	ENST00000324817	ENST00000315367		
ENST00000487519	ENST00000540534	ENST00000340857		
ENST00000435224	ENST00000242159	ENST00000337979		
ENST00000464848	ENST00000371158	ENST00000361367		
ENST00000553888	ENST00000242057	ENST00000370651		
ENST00000310958	ENST00000355790	ENST00000456935		
ENST00000360876	ENST00000592149	ENST00000549441		
ENST00000278829	ENST00000328914	ENST00000221200		
ENST00000269187	ENST00000339986	ENST00000381801		
ENST00000278071	ENST00000371756	ENST00000437912		
ENST00000399599	ENST00000282276	ENST00000621632		
ENST00000373464	ENST00000355621	ENST00000379019		
ENST00000492406	ENST00000211936	ENST00000412770		
ENST00000250111	ENST00000249344	ENST00000336233		
ENST00000335693	ENST00000373593	ENST00000513973		
ENST00000220058	ENST00000368376	ENST00000418577		
ENST00000388752	ENST00000395125	ENST00000455480		
ENST00000359297	ENST00000283147	ENST00000361611		
ENST00000389658	ENST00000527447	ENST00000297848		
ENST00000379661	ENST00000053867	ENST00000288757		
ENST00000634901	ENST00000450253	ENST00000298585		
ENST00000317058	ENST00000267163	ENST00000299213		
ENST00000377275	ENST00000231790	ENST00000415149		
ENST00000417955	ENST00000421587	ENST00000335255		
ENST00000337664	ENST00000546378	ENST00000296456		
ENST00000371327	ENST00000011619	ENST00000310015		
ENST00000532437	ENST00000337132	ENST00000356388		
ENST00000521764	ENST00000452733	ENST00000344229		
ENST00000540757	ENST00000262288	ENST00000347667		
ENST00000374677	ENST00000246229	ENST00000310418		
ENST00000355497	ENST00000262320	ENST00000297440		
ENST00000604011	ENST00000342228	ENST00000395176		
ENST00000450689	ENST00000396425	ENST00000353383		
ENST00000254624	ENST00000435970	ENST00000302937		
ENST00000373060	ENST00000428239	ENST00000613219		
ENST00000400519	ENST00000372703	ENST00000436886		
ENST00000378302	ENST00000367999	ENST00000375068		
ENST00000443940	ENST00000378509	ENST00000335325		
ENST00000342206	ENST00000371795	ENST00000370128		
ENST00000367763	ENST00000358607	ENST00000568000		
ENST00000316594	ENST00000544017	ENST00000284690		
ENST00000422003	ENST00000248668	ENST00000614918		
ENST00000337120	ENST00000243644	ENST00000319622		
ENST00000334062	ENST00000477224	ENST00000616978		
ENST00000392452	ENST00000259873	ENST00000532681		
ENST00000375457	ENST00000541297	ENST00000316939		
ENST00000394196	ENST00000337537	ENST00000317615		
ENST00000307602	ENST00000368865	ENST00000019317		
ENST00000395245	ENST00000335390	ENST00000367495		
ENST00000442371	ENST00000378230	ENST00000433835		
ENST00000393868	ENST00000244576	ENST00000623063		
ENST00000419967	ENST00000233809	ENST00000472745		
ENST00000581193	ENST00000269980	ENST00000394650		
ENST00000297540	ENST00000616787	ENST00000479870		
ENST00000243662	ENST00000379214	ENST00000396076		
ENST00000393733	ENST00000338193	ENST00000368886		
ENST00000279392	ENST00000551150	ENST00000426595		
ENST00000377669	ENST00000239891	ENST00000293778		
ENST00000394657	ENST00000216968	ENST00000382374		
ENST00000329198	ENST00000328969	ENST00000389054		
ENST00000310823	ENST00000307534	ENST00000308724		
ENST00000361952	ENST00000394893	ENST00000453495		
ENST00000325327	ENST00000269298	ENST00000268138		
ENST00000375898	ENST00000612482	ENST00000266943		
ENST00000262942	ENST00000258991	ENST00000263382		
ENST00000443503	ENST00000376936	ENST00000327535		
ENST00000280701	ENST00000360916	ENST00000331728		
ENST00000341285	ENST00000237596	ENST00000272647		
ENST00000597961	ENST00000394123	ENST00000278243		
ENST00000376509	ENST00000393760	ENST00000360768		
ENST00000328923	ENST00000487519	ENST00000249396		
ENST00000589881	ENST00000435224	ENST00000333511		
ENST00000374479	ENST00000464848	ENST00000395601		
ENST00000318881	ENST00000553888	ENST00000302692		
ENST00000427704	ENST00000310958	ENST00000380358		
ENST00000455537	ENST00000360876	ENST00000361976		
ENST00000354957	ENST00000278829	ENST00000193322		
ENST00000556922	ENST00000269187	ENST00000375650		
ENST00000339365	ENST00000278071	ENST00000395884		
ENST00000415822	ENST00000399599	ENST00000378164		
ENST00000259457	ENST00000373464	ENST00000319778		
ENST00000397752	ENST00000492406	ENST00000221418		
ENST00000519476	ENST00000250111	ENST00000263383		
ENST00000374518	ENST00000335693	ENST00000380455		
ENST00000262293	ENST00000220058	ENST00000317897		
ENST00000370132	ENST00000388752	ENST00000622937		
ENST00000265881	ENST00000359297	ENST00000600245		
ENST00000250237	ENST00000389658	ENST00000255476		
ENST00000392550	ENST00000379661	ENST00000336133		
ENST00000342683	ENST00000634901	ENST00000356239		
ENST00000264235	ENST00000317058	ENST00000431843		
ENST00000320027	ENST00000377275	ENST00000325599		
ENST00000312584	ENST00000417955	ENST00000288828		
ENST00000358935	ENST00000371327	ENST00000426836		
ENST00000342932	ENST00000532437	ENST00000321149		
ENST00000614443	ENST00000521764	ENST00000306735		
ENST00000342879	ENST00000540757	ENST00000556994		
ENST00000368655	ENST00000374677	ENST00000550536		
ENST00000315368	ENST00000355497	ENST00000360009		
ENST00000454678	ENST00000604011	ENST00000342782		
ENST00000534000	ENST00000254624	ENST00000370251		
ENST00000398576	ENST00000373060	ENST00000262519		
ENST00000317907	ENST00000400519	ENST00000369535		
ENST00000407215	ENST00000378302	ENST00000562958		
ENST00000396741	ENST00000443940	ENST00000296786		
ENST00000548065	ENST00000342206	ENST00000393915		
ENST00000615843	ENST00000367763	ENST00000627543		
ENST00000508177	ENST00000316594	ENST00000397117		
ENST00000335099	ENST00000422003	ENST00000418100		
ENST00000406875	ENST00000337120	ENST00000262643		
ENST00000359415	ENST00000334062	ENST00000372842		
ENST00000428826	ENST00000392452	ENST00000254037		
ENST00000396596	ENST00000375457	ENST00000359788		
ENST00000286307	ENST00000394196	ENST00000379463		
ENST00000360843	ENST00000307602	ENST00000395460		
ENST00000301364	ENST00000395245	ENST00000331366		
ENST00000266263	ENST00000442371	ENST00000393190		
ENST00000374617	ENST00000393868	ENST00000314471		
ENST00000373075	ENST00000419967	ENST00000443698		
ENST00000313961	ENST00000581193	ENST00000493442		
ENST00000336148	ENST00000297540	ENST00000318471		
